code;dd.mm.yyyy;pressure;humidity;avg_temperature;dew_point;min_temperature;max_temperature
7028;24.08.1999;995,805358886719;69;17,375;11,1289224624634;10;23
7029;25.08.1999;986,640747070313;68;21,625;15,113787651062;13;31
7030;26.08.1999;988,404418945313;62;15;7,30405426025391;9;20
7031;27.08.1999;994,989624023438;60;10,875;2,66103434562683;5;16
7032;28.08.1999;994,4228515625;64;11,375;4,00153875350952;4;18
7033;29.08.1999;988,555114746094;66;14,125;7,37800216674805;5;21
7034;30.08.1999;986,752624511719;73;15,875;10,6438665390015;11;20
7035;31.08.1999;988,380126953125;86;14,7142858505249;12,3341569900513;12;18
7036;01.09.1999;984,112976074219;77;15,4285717010498;11,0560741424561;8;21
7037;02.09.1999;985,267028808594;92;9,4285717010498;8,25439262390137;8;11
7038;03.09.1999;991,992797851563;77;7,33333349227905;3,43770837783813;3;10
7039;04.09.1999;993,589965820313;66;11,625;5,03809642791748;5;16
7040;05.09.1999;982,442626953125;70;15,5;9,826584815979;10;22
7041;06.09.1999;983,817993164063;65;11,625;4,87543487548828;8;15
7042;07.09.1999;990,671264648438;57;10,5714282989502;1,46460139751434;7;15
7043;08.09.1999;993,140380859375;73;16,25;11,2811641693115;11;21
7044;09.09.1999;991,793640136719;68;17,625;11,2246122360229;12;24
7045;10.09.1999;985,546630859375;61;18,875;10,1182651519775;11;26
7046;11.09.1999;980,502746582031;86;14,25;11,9231128692627;12;16
7047;12.09.1999;980,617004394531;73;12,1428575515747;6,97729015350342;8;16
7048;13.09.1999;984,69189453125;75;13,25;8,58836650848389;9;18
7049;14.09.1999;988,2041015625;69;11,5;5,43044376373291;5;16
7050;15.09.1999;994,046020507813;68;11,25;5,00311756134033;4;16
7051;16.09.1999;993,413146972656;86;11;8,84696960449219;8;14
7052;17.09.1999;989,471862792969;91;10,625;9,33302783966064;9;12
7053;18.09.1999;987,639892578125;74;10,625;6,02915906906128;5;16
7054;19.09.1999;984,835510253906;82;7,875;4,66848611831665;3;13
7055;20.09.1999;984,602355957031;84;8;5,29751014709473;5;12
7056;21.09.1999;993,4072265625;77;6,75;2,9363911151886;5;8
7057;22.09.1999;996,094421386719;85;5,57142877578735;3,19506573677063;4;7
7058;23.09.1999;991,062316894531;79;6;2,5490198135376;5;7
7059;24.09.1999;995,119018554688;86;4;1,87593996524811;4;4
7060;25.09.1999;996,184020996094;91;5;3,65637993812561;5;5
7061;26.09.1999;998,224975585938;82;6;3,16681003570557;6;6
7062;27.09.1999;994,097839355469;82;12,3999996185303;9,3828239440918;10;15
7063;28.09.1999;992,152465820313;71;13,1428575515747;7,5068302154541;9;18
7064;29.09.1999;983,549133300781;86;12,75;10,419864654541;11;17
7065;30.09.1999;990,955749511719;81;13,625;10,3681735992432;12;16
7066;01.10.1999;995,854614257813;80;12,375;8,70682239532471;7;18
7067;02.10.1999;994,698852539063;81;13,125;9,82324314117432;9;19
7068;03.10.1999;990,944091796875;77;13,5;9,29217624664307;9;19
7069;04.10.1999;994,410522460938;70;12,625;6,6426477432251;7;19
7070;05.10.1999;1000,5419921875;75;10,125;5,72423362731934;5;13
7071;06.10.1999;1004,86999511719;71;11,7142858505249;6,15041399002075;6;18
7072;07.10.1999;1004,64001464844;71;13,625;7,89232969284058;6;22
7073;08.10.1999;1004,9599609375;71;11,75;5,96086359024048;5;20
7074;09.10.1999;1002,62426757813;68;11,5714282989502;4,90030288696289;3;21
7075;10.10.1999;1001,86285400391;67;12,4285717010498;5,83460426330566;5;23
7076;11.10.1999;1002,92834472656;56;15;5,07083177566528;7;24
7077;12.10.1999;999,583862304688;57;14,5;4,68212080001831;5;23
7078;13.10.1999;993,632141113281;59;13,5;5,38745641708374;8;19
7079;14.10.1999;982,069702148438;70;9,5714282989502;4,02739286422729;5;12
7080;15.10.1999;991,614868164063;77;7;2,87342286109924;4;12
7081;16.10.1999;992,078491210938;67;10,1666669845581;3,92064666748047;5;15
7082;17.10.1999;986,03271484375;71;7;2,07554411888123;4;12
7083;18.10.1999;991,433288574219;69;5,125;-0,355844527482986;2;9
7084;19.10.1999;980,473876953125;95;2,625;1,92615985870361;1;4
7085;20.10.1999;983,839233398438;78;0,625;-2,77773308753967;0;2
7086;21.10.1999;991,734680175781;74;0,666666686534882;-3,40824007987976;0;2
7087;22.10.1999;998,810302734375;74;0;-4,16437721252441;-4;3
7088;23.10.1999;1003,04571533203;75;0,571428596973419;-3,63851857185364;-4;5
7089;24.10.1999;1004,21282958984;78;-0,428571432828903;-4,01739883422852;-4;4
7090;25.10.1999;1003,61572265625;81;-0,857142865657806;-3,70746159553528;-5;1
7091;26.10.1999;1003,54376220703;80;-0,125;-3,08185625076294;-1;0
7092;27.10.1999;994,758117675781;87;-1,5;-3,09230995178223;-4;0
7093;28.10.1999;992,700866699219;78;0,28571429848671;-3,00841426849365;-3;3
7094;29.10.1999;991,558654785156;89;2,375;0,841979205608368;0;4
7095;30.10.1999;980,322875976563;92;2,28571438789368;1,09017062187195;0;4
7096;31.10.1999;980,064331054688;95;2,125;1,4994148015976;1;3
7097;01.11.1999;984,713012695313;85;2,25;0,0272603705525398;1;5
7098;02.11.1999;986,716430664063;91;0,428571432828903;-0,740746080875397;-2;3
7099;03.11.1999;989,427368164063;81;3,125;0,154211893677711;0;6
7100;04.11.1999;983,034240722656;85;4;1,6908495426178;3;5
7101;05.11.1999;981,427612304688;72;2,375;-2,06290125846863;-4;8
7102;06.11.1999;990,447143554688;70;-4,75;-8,90621280670166;-8;-2
7103;07.11.1999;996,215515136719;74;-8,5;-11,8869495391846;-13;-4
7104;08.11.1999;1003,98687744141;74;-13;-16,3231239318848;-14;-12
7105;09.11.1999;1001,72485351563;62;-11;-16,5403995513916;-16;-5
7106;10.11.1999;996,52490234375;75;-6,375;-9,72690963745117;-8;-5
7107;11.11.1999;987,908752441406;78;-5,875;-8,70942783355713;-12;-2
7108;12.11.1999;978,7451171875;68;-3,25;-7,94604635238647;-5;-2
7109;13.11.1999;966,267395019531;80;-3,85714292526245;-6,538161277771;-10;-1
7110;14.11.1999;979,673767089844;72;-6,625;-10,4951333999634;-12;-2
7111;15.11.1999;985,635437011719;85;2,42857146263123;0,157879993319511;0;4
7112;16.11.1999;986,164611816406;88;3,5;1,82475483417511;2;4
7113;17.11.1999;974,88134765625;82;-1,375;-3,91845035552979;-8;2
7114;18.11.1999;979,686157226563;61;-8,2857141494751;-13,8575382232666;-10;-8
7115;19.11.1999;985,356872558594;86;-11,375;-13,0508499145508;-14;-8
7116;20.11.1999;996,318481445313;74;-15,625;-18,7369747161865;-22;-12
7117;21.11.1999;1010,904296875;64;-22,2857151031494;-26,8038578033447;-25;-20
7118;22.11.1999;1018,5;69;-21;-24,8379993438721;-25;-16
7119;23.11.1999;1024,701171875;74;-21,125;-24,2035007476807;-25;-17
7120;24.11.1999;1022,56628417969;71;-20,5;-24,0171241760254;-24;-18
7121;25.11.1999;1017,44122314453;66;-17,875;-22,152624130249;-21;-15
7122;26.11.1999;1008,23999023438;64;-15,875;-20,5076999664307;-19;-12
7123;27.11.1999;1001,11602783203;70;-16,5;-20,171501159668;-20;-14
7124;28.11.1999;999,248840332031;83;-15,5714282989502;-17,510913848877;-21;-12
7125;29.11.1999;999,477661132813;85;-17,125;-18,7702617645264;-22;-10
7126;30.11.1999;991,995361328125;77;-13,5;-16,300500869751;-21;-8
7127;01.12.1999;988,376953125;71;-7,5;-11,413200378418;-10;-5
7128;02.12.1999;987,631713867188;81;-1,85714280605316;-4,53885555267334;-8;2
