code;dd.mm.yyyy;pressure;humidity;avg_temperature;dew_point;min_temperature;max_temperature
70;06.02.1999;966,404724121094;75;-6;-9,51123428344727;-17;2
71;07.02.1999;974,01513671875;81;-1,125;-3,80066871643066;-4;0
72;08.02.1999;978,624755859375;72;-3,75;-7,68735361099243;-9;-1
73;09.02.1999;977,714721679688;78;-10,875;-13,6254997253418;-14;-9
74;10.02.1999;984,320983886719;68;-9,2857141494751;-13,7389860153198;-14;-5
75;11.02.1999;989,069274902344;76;-7,7142858505249;-10,8909912109375;-16;-6
76;12.02.1999;992,637145996094;67;-2,625;-7,19830989837646;-5;-1
77;13.02.1999;984,018005371094;72;-4,14285707473755;-7,91418027877808;-7;-3
78;14.02.1999;987,987854003906;66;-8,75;-13,3154754638672;-11;-7
79;15.02.1999;992,601257324219;80;-6,625;-9,13639163970947;-9;-5
80;16.02.1999;994,842407226563;74;-7;-10,9548349380493;-15;0
81;17.02.1999;993,397644042969;70;-11,625;-15,8374252319336;-19;-1
82;18.02.1999;991,674377441406;62;-9,125;-14,6503620147705;-14;-3
83;19.02.1999;988,725524902344;67;-10,5;-15,0167503356934;-14;-6
84;20.02.1999;985,348876953125;71;-9,85714244842529;-13,6697998046875;-14;-6
85;21.02.1999;979,215515136719;70;-9,5;-13,5673122406006;-12;-6
86;22.02.1999;972,861694335938;71;-8,4285717010498;-12,5164451599121;-14;-3
87;23.02.1999;977,250366210938;81;-4,125;-6,64922475814819;-10;-1
88;24.02.1999;986,589721679688;80;-6,5;-9,12989711761475;-14;-2
89;25.02.1999;992,536376953125;77;-7,125;-10,2220411300659;-15;-2
90;26.02.1999;990,269653320313;88;-7,875;-9,35080909729004;-11;-6
91;27.02.1999;991,413757324219;78;-4,625;-7,82334995269775;-8;0
92;28.02.1999;983,078125;90;-6,625;-7,84674644470215;-9;-5
93;01.03.1999;970,422607421875;86;-6,625;-8,28251266479492;-9;-6
94;02.03.1999;975,221496582031;77;-7,75;-10,7141313552856;-11;-6
95;03.03.1999;988,157104492188;80;-8,375;-10,9847984313965;-15;-5
96;04.03.1999;992,679992675781;84;-10,6666669845581;-12,5512828826904;-12;-9
97;05.03.1999;994,014770507813;78;-13,375;-16,0825996398926;-14;-13
98;06.03.1999;1000,12445068359;61;-15,8571424484253;-21,2632846832275;-18;-14
99;07.03.1999;1003,11999511719;49;-16,5;-23,971399307251;-21;-12
100;08.03.1999;1000,78527832031;53;-15;-22,1548881530762;-21;-10
101;09.03.1999;991,835693359375;51;-11,8571424484253;-19,3040294647217;-24;-6
102;10.03.1999;986,468994140625;69;-9;-13,2829837799072;-11;-5
103;11.03.1999;989,489013671875;79;-9,25;-12,0203495025635;-15;-5
104;12.03.1999;994,164733886719;71;-15;-18,7713871002197;-23;-9
105;13.03.1999;992,50048828125;63;-15,75;-20,9941253662109;-27;-8
106;14.03.1999;996,412475585938;75;-19;-21,9842987060547;-20;-18
107;15.03.1999;999,636413574219;47;-12;-20,2217197418213;-20;-8
108;16.03.1999;993,613647460938;72;-12,75;-16,3869132995605;-19;-7
109;17.03.1999;988,773864746094;75;-7,85714292526245;-11,125901222229;-13;-3
110;18.03.1999;980,320617675781;67;-4,625;-9,45744132995605;-11;0
111;19.03.1999;974,195251464844;72;-3,5;-7,41171884536743;-6;-1
112;20.03.1999;970,007019042969;70;-3,25;-7,60972499847412;-9;0
113;21.03.1999;969,760864257813;64;-18,5;-23,0107383728027;-21;-15
114;22.03.1999;984,775146484375;57;-11,25;-17,697961807251;-19;-5
115;23.03.1999;990,623657226563;43;-7;-16,5521869659424;-13;-2
116;24.03.1999;991,078002929688;36;-1,625;-13,8712997436523;-6;2
117;25.03.1999;991,1513671875;38;-0,125;-12,2180128097534;-5;4
118;26.03.1999;988,705017089844;46;-2,25;-12,6083612442017;-14;5
119;27.03.1999;984,55615234375;53;-0,75;-9,55593872070313;-12;5
120;28.03.1999;988,304626464844;67;0,25;-5,11423110961914;-7;4
121;29.03.1999;986,819274902344;76;1,57142853736877;-2,016108751297;-1;4
122;30.03.1999;980,379272460938;67;3,375;-2,27326822280884;0;7
123;31.03.1999;987,147216796875;59;2,5;-4,71109533309937;0;4
124;01.04.1999;982,606872558594;59;6,16666650772095;-1,36485922336578;3;11
125;02.04.1999;980,116027832031;63;4,14285707473755;-2,26393008232117;1;7
126;03.04.1999;972,054870605469;56;5,85714292526245;-2,81692981719971;1;10
127;04.04.1999;955,715881347656;82;4;1,15828633308411;3;5
128;05.04.1999;953,265747070313;67;-1,125;-6,31768131256104;-9;3
129;06.04.1999;959,144287109375;62;-8;-13,3036432266235;-9;-7
130;07.04.1999;961,8017578125;61;-7,125;-13,0911140441895;-11;-3
131;08.04.1999;971,774353027344;53;-2,625;-10,6390476226807;-10;2
132;09.04.1999;964,929260253906;81;1,85714280605316;-1,0127546787262;0;4
133;10.04.1999;963,115966796875;77;2,375;-1,32027494907379;1;4
134;11.04.1999;955,725280761719;67;2,14285707473755;-3,56628465652466;0;3
135;12.04.1999;971,984619140625;66;4,75;-1,25401496887207;0;8
136;13.04.1999;974,2373046875;70;10;4,46552848815918;5;16
137;14.04.1999;984,465759277344;57;7;-1,46662366390228;4;11
138;15.04.1999;987,343872070313;76;4,57142877578735;0,725880980491638;3;7
139;16.04.1999;987,518737792969;81;4,85714292526245;1,88942408561707;1;11
140;17.04.1999;991,264770507813;80;0,75;-2,20836639404297;0;2
141;18.04.1999;991,321533203125;50;4,57142877578735;-5,04863977432251;-1;9
142;19.04.1999;987,980407714844;61;-0,375;-6,72163724899292;-7;5
143;20.04.1999;995,9365234375;47;-6;-14,6444997787476;-9;-2
144;21.04.1999;994,048706054688;33;1,75;-12,9934749603271;0;4
145;22.04.1999;994,979248046875;41;8;-4,51549530029297;1;13
146;23.04.1999;995,260131835938;37;12,4285717010498;-2,0452823638916;7;18
147;24.04.1999;995,943237304688;34;14,5;-1,34764981269836;8;20
148;25.04.1999;994,227355957031;36;15,25;-0,336692124605179;10;20
149;26.04.1999;990,809509277344;41;13,125;-0,191057369112968;8;19
150;27.04.1999;993,393737792969;35;7,875;-6,98827981948853;4;12
151;28.04.1999;984,84814453125;37;9,85714244842529;-4,54421997070313;3;15
152;29.04.1999;977,46875;47;12,75;1,69148766994476;7;18
153;30.04.1999;978,910827636719;40;16,1666660308838;1,27807998657227;7;22
154;01.05.1999;969,899108886719;35;17,875;1,77585804462433;14;22
155;02.05.1999;965,804260253906;60;11,25;3,13385677337646;6;15
156;03.05.1999;969,66259765625;69;6,57142877578735;1,2939031124115;4;10
157;04.05.1999;973,44921875;61;6,40000009536743;-1,13705337047577;2;11
158;05.05.1999;976,100158691406;57;1,85714280605316;-5,71611166000366;0;5
159;06.05.1999;974,903869628906;66;1,125;-4,41944980621338;-1;4
160;07.05.1999;979,070007324219;47;1,625;-8,45886993408203;-2;5
161;08.05.1999;981,166259765625;46;5,75;-5,83637142181396;-1;9
162;09.05.1999;979,571411132813;63;6,5;-0,822476804256439;2;12
163;10.05.1999;980,659118652344;64;3;-3,36968946456909;1;6
164;11.05.1999;981,898742675781;51;5,14285707473755;-4,39583587646484;0;8
165;12.05.1999;970,83642578125;86;5,59999990463257;3,57153606414795;3;9
166;13.05.1999;966,5302734375;95;4,7142858505249;3,9841513633728;2;6
167;14.05.1999;965,144104003906;74;9,875;5,38890647888184;4;17
168;15.05.1999;976,781311035156;43;8,2857141494751;-4,05062294006348;3;12
169;16.05.1999;977,762878417969;79;3;-0,538691997528076;1;6
170;17.05.1999;977,049133300781;58;7,14285707473755;-0,946742296218872;3;10
171;18.05.1999;978,387634277344;44;12,375;-0,281763732433319;4;18
172;19.05.1999;964,97900390625;70;15,4285717010498;9,33364963531494;11;23
173;20.05.1999;971,670593261719;68;8;2,53961753845215;2;11
174;21.05.1999;979,274536132813;51;10,1666669845581;-0,120950825512409;1;14
175;22.05.1999;979,050048828125;44;9,66666698455811;-1,81051313877106;6;11
176;23.05.1999;978,41845703125;47;8,14285755157471;-2,79450750350952;4;11
177;24.05.1999;979,843139648438;59;8,625;0,634188234806061;3;12
178;25.05.1999;980,663269042969;77;8,4285717010498;4,00715732574463;4;14
179;26.05.1999;982,186157226563;63;13,8571424484253;6,18852996826172;9;19
180;27.05.1999;987,819885253906;47;19;6,564697265625;11;25
181;28.05.1999;983,561157226563;46;20,2857151031494;7,62627983093262;16;27
182;29.05.1999;969,741760253906;60;16,625;8,6877498626709;11;22
183;30.05.1999;972,859985351563;59;9,75;1,91681027412415;7;13
184;31.05.1999;975,105590820313;41;14,125;-0,00891490839421749;6;21
185;01.06.1999;972,237731933594;48;17,25;5,81594896316528;10;22
186;02.06.1999;981,509155273438;47;9,375;-1,6996636390686;6;12
187;03.06.1999;983,928466796875;42;14,125;-0,0879486277699471;4;20
188;04.06.1999;980,694885253906;42;16,25;2,13555455207825;9;21
189;05.06.1999;983,093872070313;45;17,7142848968506;4,51893997192383;11;23
190;06.06.1999;984,6572265625;45;19,4285717010498;6,27196550369263;9;26
191;07.06.1999;982,568603515625;51;20,5;9,47484588623047;15;25
192;08.06.1999;977,415649414063;74;16,125;11,5075063705444;13;20
193;09.06.1999;982,926025390625;64;8,85714244842529;2,33391904830933;6;12
194;10.06.1999;985,445983886719;48;12,4285717010498;1,03884196281433;5;17
195;11.06.1999;989,424987792969;56;11,75;2,65419721603394;8;16
196;12.06.1999;977,191772460938;67;14,375;7,96334648132324;8;18
197;13.06.1999;966,139709472656;73;9,2857141494751;4,59259414672852;4;14
198;14.06.1999;971,985961914063;73;3,83333325386047;-0,715983390808105;2;6
199;15.06.1999;973,85302734375;73;4,25;-0,174114987254143;1;6
200;16.06.1999;979,164184570313;60;8,80000019073486;1,01802802085876;3;14
201;17.06.1999;975,5712890625;87;10,7142858505249;8,6403226852417;9;12
202;18.06.1999;976,784729003906;87;11,5714282989502;9,54696750640869;9;14
203;19.06.1999;977,954711914063;92;11;9,73824119567871;10;12
204;20.06.1999;981,617248535156;67;14;7,8700122833252;10;18
205;21.06.1999;983,588012695313;51;17,125;6,34638261795044;10;22
206;22.06.1999;983,50439453125;55;20,25;10,1936836242676;12;27
207;23.06.1999;980,547729492188;50;23,625;12,0109930038452;16;28
208;24.06.1999;978,813415527344;67;21;14,3165140151978;18;27
209;25.06.1999;979,162658691406;74;20,6666660308838;15,6362838745117;17;26
210;26.06.1999;983,474609375;63;18,125;10,9053325653076;15;22
211;27.06.1999;982,876770019531;57;19,125;10,1955270767212;13;23
212;28.06.1999;980,711486816406;61;20,1666660308838;11,8781337738037;14;27
213;29.06.1999;986,280517578125;55;17,375;8,11340999603271;13;21
214;30.06.1999;984,929809570313;55;17,6000003814697;7,97206974029541;11;22
215;01.07.1999;980,785766601563;53;20,75;10,3263511657715;12;26
216;02.07.1999;980,046691894531;54;22;11,6023855209351;15;27
217;03.07.1999;978,911987304688;52;22,5;11,4524335861206;15;27
218;04.07.1999;978,921508789063;50;23,8333339691162;11,0456676483154;16;29
219;05.07.1999;974,88623046875;60;22,875;14,4876623153687;19;28
220;06.07.1999;973,896789550781;70;20,6000003814697;14,8420400619507;17;23
221;07.07.1999;977,8896484375;63;21,75;14,2328748703003;17;25
222;08.07.1999;980,458984375;58;23,875;14,0709571838379;18;28
223;09.07.1999;977,094970703125;60;22,7142848968506;14,6829662322998;18;29
224;10.07.1999;977,065185546875;51;16,6000003814697;6,44981813430786;14;19
225;11.07.1999;977,103881835938;53;14,625;4,81722259521484;11;18
226;12.07.1999;977,460144042969;52;13,625;3,55613136291504;9;16
227;13.07.1999;974,991638183594;54;15,125;5,43349742889404;9;18
228;14.07.1999;973,687866210938;71;13,2857141494751;7,74838399887085;11;16
229;15.07.1999;975,978271484375;90;13,375;11,7602376937866;11;16
230;16.07.1999;975,312744140625;88;15,75;13,8499126434326;14;19
231;17.07.1999;974,288269042969;84;16,25;13,4526500701904;14;19
232;18.07.1999;973,851989746094;74;16,625;11,8629121780396;13;21
233;19.07.1999;979,064270019531;61;18,625;10,505012512207;13;23
234;20.07.1999;980,9599609375;55;21,5714282989502;11,7845573425293;14;26
235;21.07.1999;979,519104003906;60;21,25;12,7772369384766;16;26
236;22.07.1999;980,60546875;55;23,125;12,9695119857788;17;28
237;23.07.1999;981,49072265625;59;24,375;15,1539497375488;18;29
238;24.07.1999;981,773986816406;52;23,75;14,7176713943481;8;31
239;25.07.1999;981,079833984375;61;24;15,6704502105713;19;29
240;26.07.1999;980,283630371094;70;22,5;16,5710868835449;18;26
241;27.07.1999;979,541625976563;69;22,375;16,0886631011963;18;26
242;28.07.1999;981,984497070313;58;23,5;14,4689130783081;18;28
243;29.07.1999;982,817626953125;64;21,5;13,8371648788452;18;26
244;30.07.1999;980,472717285156;79;21;17,1230716705322;18;23
245;31.07.1999;984,028015136719;65;22,8571434020996;15,786657333374;17;27
246;01.08.1999;980,827392578125;82;18,7999992370605;15,7670793533325;16;22
247;02.08.1999;981,816345214844;74;13,6666669845581;8,82068824768066;13;16
248;03.08.1999;978,828002929688;66;14,875;8,23722457885742;12;17
249;04.08.1999;978,489135742188;58;16,25;7,43897581100464;10;21
250;05.08.1999;983,520446777344;58;14,5714282989502;5,52646017074585;10;20
251;06.08.1999;984,192749023438;56;17,125;7,48247480392456;10;22
252;07.08.1999;980,291564941406;69;14,6000003814697;8,55499172210693;11;19
253;08.08.1999;969,040161132813;95;12,5714282989502;11,7892570495605;11;13
254;09.08.1999;970,786987304688;87;14,375;12,1437873840332;12;17
255;10.08.1999;980,262573242188;93;12,8571424484253;11,8915996551514;12;14
256;11.08.1999;985,77587890625;69;16;9,62986755371094;11;21
257;12.08.1999;985,957763671875;66;16,75;9,70950031280518;10;22
258;13.08.1999;978,509521484375;66;17,125;10,6318607330322;11;20
259;14.08.1999;975,656005859375;71;17,5;12,0472002029419;14;21
260;15.08.1999;978,697021484375;72;19;13,2488145828247;13;24
261;16.08.1999;974,648376464844;70;21;14,9436378479004;16;25
262;17.08.1999;977,157592773438;63;20,75;12,9142751693726;18;25
263;18.08.1999;977,733764648438;64;18,625;11,4215507507324;15;22
264;19.08.1999;972,02197265625;71;16,5;11,250789642334;12;20
265;20.08.1999;978,561157226563;59;15,625;7,19531011581421;12;19
266;21.08.1999;974,755615234375;73;16,125;11,1368370056152;12;20
267;22.08.1999;973,541259765625;92;15,125;14,0548858642578;14;17
268;23.08.1999;978,360229492188;81;15;11,6771621704102;12;18
269;24.08.1999;984,596008300781;72;16,5;11,2208805084229;10;22
270;25.08.1999;975,443115234375;89;14,875;13,0773000717163;12;19
271;26.08.1999;978,171997070313;67;11,625;5,33536863327026;7;15
272;27.08.1999;983,248107910156;65;9,75;2,95068430900574;6;14
273;28.08.1999;980,642639160156;64;13;6,12760972976685;7;18
274;29.08.1999;974,155517578125;77;14,25;9,95382595062256;11;19
275;30.08.1999;976,206848144531;73;11,375;6,45834875106812;8;15
276;31.08.1999;979,979858398438;82;8,75;5,71568632125854;7;12
277;01.09.1999;977,481323242188;95;7,2857141494751;6,66767692565918;7;8
278;02.09.1999;979,681579589844;90;6,14285707473755;4,60919713973999;6;7
279;03.09.1999;984,261840820313;71;7,42857122421265;2,30916523933411;5;10
280;04.09.1999;979,910766601563;72;12;6,98361015319824;8;14
281;05.09.1999;966,850891113281;71;12,875;7,74860858917236;9;18
282;06.09.1999;969,967529296875;68;9,16666698455811;3,64777493476868;7;12
283;07.09.1999;978,143371582031;60;9,5;1,80761015415192;5;13
284;08.09.1999;980,41796875;82;13,125;10,0947065353394;9;17
285;09.09.1999;978,373229980469;75;17;12,2356128692627;13;21
286;10.09.1999;972,854309082031;86;15,375;13,0426712036133;12;19
287;11.09.1999;966,578491210938;92;12,625;11,4538526535034;9;14
288;12.09.1999;969,693725585938;78;10,5;6,64279747009277;8;13
289;13.09.1999;974,636779785156;83;11,375;8,44758892059326;8;14
290;14.09.1999;974,205322265625;85;10,8333330154419;8,46592712402344;10;12
291;15.09.1999;982,61962890625;71;10,5;5,2591700553894;8;13
292;16.09.1999;984,94677734375;76;10,75;6,58824110031128;8;14
293;17.09.1999;981,215026855469;96;8,4285717010498;7,86737585067749;6;10
294;18.09.1999;975,920959472656;93;9,125;8,08440113067627;5;11
295;19.09.1999;972,9521484375;76;8,5714282989502;4,41751861572266;5;11
296;20.09.1999;973,261474609375;88;6,25;4,39574384689331;4;8
297;21.09.1999;982,520141601563;85;3,125;0,862555265426636;2;4
298;22.09.1999;983,165161132813;67;5,33333349227905;-0,673786163330078;2;8
299;23.09.1999;979,157409667969;66;4,19999980926514;-1,74128150939941;3;6
300;24.09.1999;981,706665039063;82;4;1,09530341625214;3;6
301;25.09.1999;985,343994140625;84;3,5;1,07225453853607;3;4
302;26.09.1999;978,45947265625;88;5;3,18236994743347;5;5
303;27.09.1999;980,864196777344;97;10;9,54497623443604;8;11
304;28.09.1999;978,910400390625;91;12;10,6646413803101;10;14
305;29.09.1999;970,633911132813;91;11,25;9,94588088989258;11;12
306;30.09.1999;978,758483886719;92;11,1428575515747;10,0328731536865;10;12
307;01.10.1999;981,402465820313;88;11,375;9,56916236877441;9;13
308;02.10.1999;981,690124511719;82;13,625;10,5833587646484;11;16
309;03.10.1999;977,507873535156;69;14;8,19143295288086;12;15
310;04.10.1999;981,864990234375;58;12,625;4,26195287704468;10;16
311;05.10.1999;990,423400878906;70;10,125;4,79182863235474;7;15
312;06.10.1999;992,489562988281;64;13,4285717010498;6,50693130493164;6;20
313;07.10.1999;992,091369628906;65;14,625;7,8120288848877;11;19
314;08.10.1999;992,099365234375;70;13,75;8,3122730255127;9;19
315;09.10.1999;989,184020996094;60;12,4285717010498;4,49729156494141;9;17
316;10.10.1999;988,92626953125;63;12,5714282989502;5,64069843292236;7;18
317;11.10.1999;990,420654296875;58;16,6666660308838;8,17855358123779;11;20
318;12.10.1999;986,271728515625;52;15,5714282989502;4,83108711242676;7;22
319;13.10.1999;979,66748046875;52;13,875;4,18920755386353;12;16
320;14.10.1999;970,678283691406;93;9,14285755157471;8,15028190612793;7;10
321;15.10.1999;975,330383300781;78;6;2,54068398475647;4;8
322;16.10.1999;981,400512695313;89;4,75;3,07750749588013;3;6
323;17.10.1999;971,893310546875;90;4,57142877578735;3,08165550231934;2;6
324;18.10.1999;976,154602050781;64;2,28571438789368;-3,78257846832275;2;3
325;19.10.1999;970,799133300781;89;0,28571429848671;-1,22992408275604;-2;2
326;20.10.1999;970,99365234375;80;-2,125;-4,815842628479;-4;-1
327;21.10.1999;975,109252929688;86;0,571428596973419;-1,47297763824463;0;1
328;22.10.1999;984,705993652344;75;0,142857149243355;-3,75240278244019;-2;2
329;23.10.1999;988,143981933594;79;1,14285719394684;-2,04371690750122;0;2
330;24.10.1999;990,533264160156;80;1,625;-1,45036506652832;1;2
331;25.10.1999;990,653137207031;76;0,28571429848671;-3,39985275268555;0;1
332;26.10.1999;989,696228027344;70;0,75;-4,00791501998901;0;3
333;27.10.1999;981,270812988281;76;-0,666666686534882;-4,09836483001709;-2;0
334;28.10.1999;977,641784667969;73;1,39999997615814;-2,94688010215759;0;2
335;29.10.1999;976,56787109375;90;1,875;0,513417482376099;1;3
336;30.10.1999;970,351013183594;93;3,28571438789368;2,25705575942993;3;4
337;31.10.1999;967,981567382813;93;2;1,09154784679413;1;3
338;01.11.1999;969,782348632813;82;1;-1,35810565948486;0;3
339;02.11.1999;974,32080078125;79;0,333333343267441;-2,89651155471802;0;1
340;03.11.1999;972,020263671875;82;3,125;0,388527899980545;1;4
341;04.11.1999;966,1943359375;82;3,5;0,746496915817261;2;5
342;05.11.1999;968,573364257813;70;-3,125;-7,42713069915771;-7;4
343;06.11.1999;978,259155273438;57;-8,5;-14,7793998718262;-10;-7
344;07.11.1999;986,941528320313;67;-13,125;-17,3248252868652;-14;-12
345;08.11.1999;993,852355957031;66;-14,625;-18,9332618713379;-16;-13
346;09.11.1999;988,419860839844;65;-11;-16,3520755767822;-14;-9
347;10.11.1999;983,117858886719;74;-6,85714292526245;-10,3193998336792;-8;-5
348;11.11.1999;972,4892578125;71;-4,85714292526245;-8,69635581970215;-7;-4
349;12.11.1999;964,641723632813;78;-3,71428561210632;-6,63305568695068;-5;-3
350;13.11.1999;955,659973144531;84;-4,83333349227905;-6,76648664474487;-7;-3
351;14.11.1999;964,160522460938;75;-8,5;-11,6855068206787;-11;-6
352;15.11.1999;968,986145019531;89;0,125;-1,2955310344696;-1;1
353;16.11.1999;968,586303710938;79;3,33333325386047;-0,229918450117111;0;8
354;17.11.1999;963,934448242188;86;-0,571428596973419;-2,55702424049377;-2;0
355;18.11.1999;965,130249023438;68;-12,25;-16,4513034820557;-18;-3
356;19.11.1999;978,248657226563;72;-16,125;-19,5639381408691;-19;-14
357;20.11.1999;990,400634765625;69;-19,875;-23,6858615875244;-26;-15
358;21.11.1999;999,712280273438;69;-24,125;-27,7502136230469;-27;-21
359;22.11.1999;1006,89251708984;67;-20,75;-24,965425491333;-25;-17
360;23.11.1999;1014,76501464844;68;-22,1666660308838;-26,0089664459229;-24;-20
361;24.11.1999;1014,28247070313;72;-23,2857151031494;-26,5399723052979;-26;-21
362;25.11.1999;1007,29998779297;72;-19,8571434020996;-23,2041721343994;-23;-18
363;26.11.1999;999,436401367188;60;-15,8571424484253;-21,143798828125;-17;-14
364;27.11.1999;991,273010253906;64;-16,875;-21,4656753540039;-18;-15
365;28.11.1999;987,265686035156;66;-13,1428575515747;-17,6447296142578;-17;-11
366;29.11.1999;984,958740234375;71;-10,75;-14,3965501785278;-14;-9
367;30.11.1999;974,606872558594;72;-9,85714244842529;-13,4837141036987;-15;-7
368;01.12.1999;970,007385253906;68;-3,25;-7,6624698638916;-7;-1
369;02.12.1999;967,055969238281;70;-1,39999997615814;-5,72634029388428;-3;1
370;03.12.1999;971,928588867188;70;0,5;-4,32026243209839;0;1
371;04.12.1999;977,462768554688;82;0,375;-2,31925392150879;0;1
372;05.12.1999;972,021301269531;73;0,142857149243355;-4,1189341545105;0;1
373;06.12.1999;974,7763671875;65;0,125;-5,44615125656128;-2;1
374;07.12.1999;979,694396972656;68;-4,42857122421265;-8,92138862609863;-9;-2
375;08.12.1999;977,849609375;87;-10,75;-12,1870212554932;-15;-7
376;09.12.1999;971,379333496094;88;-3,83333325386047;-5,29768180847168;-6;-2
377;10.12.1999;971,541259765625;81;-3,5;-5,94775485992432;-7;-1
